1	2349
1	6188
1	7561
2	4231
2	4580
2	9202
3	787
3	1351
3	5271
4	1735
4	3136
4	9875
5	4451
5	6208
5	7680
6	810
6	7530
6	8695
7	2539
7	4691
7	7392
8	762
8	8493
8	9376
9	2410
9	2624
9	4796
10	1304
10	3892
10	9411
11	3833
11	6518
11	8380
12	1509
12	6690
12	8648
13	6213
13	8377
13	9276
14	713
14	3091
14	3821
15	1631
15	7476
15	7516
16	184
16	5903
16	9321
17	6654
17	7233
17	9346
18	2619
18	3942
18	6117
19	1628
19	8227
19	8782
20	2789
20	6585
20	7892
21	2962
21	7057
21	7258
22	777
22	830
22	7411
23	354
23	654
23	6955
24	2465
24	2730
24	4429
25	123
25	4652
25	6501
26	5246
26	7555
26	7883
27	5201
27	5799
27	7198
28	2274
28	5719
28	7204
29	581
29	7959
29	9715
30	1032
30	6202
30	7407
31	1271
31	6981
31	7003
32	2285
32	3244
32	6012
33	2352
33	2595
33	8309
34	3225
34	8113
34	9114
35	1131
35	7292
35	9138
36	7227
36	8434
36	9830
37	3869
37	6489
37	7210
38	1257
38	1938
38	9409
39	2782
39	5093
39	9173
40	5979
40	6066
40	7146
41	1247
41	5912
41	9380
42	862
42	2814
42	5985
43	795
43	7478
43	9667
44	1424
44	2366
44	8078
45	320
45	1863
45	6938
46	2101
46	5778
46	5863
47	5668
47	7740
47	8966
48	184
48	2970
48	4380
49	2521
49	2620
49	5673
50	628
50	3342
50	5482
51	7836
51	8641
51	9488
52	6815
52	8516
52	9010
53	4258
53	4738
53	5937
54	1994
54	7970
54	8292
55	2721
55	3798
55	7628
56	5097
56	6265
56	8987
57	1349
57	3281
57	9673
58	3442
58	6366
58	8893
59	3319
59	4471
59	7480
60	1178
60	7160
60	8123
61	3592
61	5068
61	9715
62	2343
62	3344
62	8165
63	2665
63	2832
63	3129
64	3628
64	8448
64	9156
65	1922
65	8062
65	9385
66	4279
66	6060
66	6386
67	5342
67	6362
67	8608
68	6179
68	6547
68	8878
69	2994
69	5096
69	5705
70	5197
70	5961
70	6938
71	2548
71	7369
71	9588
72	1719
72	4426
72	6332
73	6176
73	9381
73	9840
74	606
74	1686
74	1968
75	1228
75	1486
75	9595
76	1201
76	4619
76	9866
77	241
77	4987
77	5935
78	4506
78	4827
78	6687
79	1275
79	3672
79	8723
80	500
80	6890
80	7214
81	5936
81	7168
81	7258
82	2431
82	8011
82	8386
83	6416
83	6634
83	8080
84	3404
84	3949
84	4771
85	7592
85	8770
85	9393
86	2817
86	5584
86	5995
87	1731
87	2001
87	8590
88	379
88	7629
88	9034
89	2399
89	3499
89	5930
90	2152
90	7985
90	9953
91	2488
91	3803
91	4762
92	669
92	8209
92	8965
